link,date,summary
https://vtv.vn/xa-hoi/chay-lon-tai-kho-phe-lieu-gam-cau-vuot-me-tri-ha-noi-20240405121928903.htm,05/04/2024,"Một vụ cháy lớn đã xảy ra tại một kho phế liệu tại phường Mễ Trì, quận Nam Từ Liêm, Hà Nội."
https://vtv.vn/xa-hoi/xe-cho-nhua-duong-dang-chay-boc-chay-du-doi-2024040511162568.htm,05/04/2024,Xe bồn chở nhựa đường đang chạy trên Quốc lộ 1A thì bất ngờ bốc cháy dữ dội.
https://vtv.vn/giao-duc/nha-trang-nhieu-hoc-sinh-co-bieu-hien-ngo-doc-thuc-pham-sau-an-sang-20240405120159283.htm,05/04/2024,"Sáng 5-4, theo thông tin từ người dân phường Vĩnh Trường, TP. Nha Trang, trên địa bàn phường có nhiều học sinh cấp tiểu học, trung học cơ sở có biểu hiện nghi bị ngộ độc."
https://vtv.vn/kinh-te/9-loai-phu-cap-theo-che-do-tien-luong-moi-tu-ngay-1-7-2024-2024040511440993.htm,05/04/2024,"Theo Nghị quyết 27-NQ/TW năm 2018, có 9 loại phụ cấp theo chế độ tiền lương mới từ ngày 1/7/2024."
https://vtv.vn/xa-hoi/cuu-mot-phu-nu-nga-tu-tang-3-xuong-tang-1-20240405105329369.htm,05/04/2024,"Người phụ nữ 55 tuổi ngã từ tầng 3 xuống mái tôn tầng 1 của căn nhà trên địa bàn quận 5, TP Hồ Chí Minh."
https://vtv.vn/xa-hoi/nhan-hon-400-trieu-dong-tien-chuyen-nham-nguoi-dan-lien-bao-cong-an-de-tra-lai-20240405101958946.htm,05/04/2024,"Sau khi khi phát hiện tài khoản của mình nhận số tiền hơn 400 triệu đồng từ tài khoản ngân hàng lạ, anh Trung liền báo Công an nhờ xác minh để trả lại."
https://vtv.vn/xa-hoi/can-nang-cao-y-thuc-cua-lai-xe-khi-tham-gia-cac-tuyen-duong-cao-toc-20240405091855926.htm,05/04/2024,"Ngoài những yếu tố tác động từ ngoại cảnh thì ý thức của người lái xe vẫn là yếu tố quan trọng nhất để đảm bảo an toàn giao thông, đặc biệt là trên đường cao tốc."
https://vtv.vn/xa-hoi/nguoi-co-cong-voi-cach-mang-se-duoc-tang-tro-cap-tu-1-7-2024-20240405085905323.htm,05/04/2024,"Theo đó, mức chuẩn trợ cấp ưu đãi người có công với cách mạng là 2.055.000 đồng."
https://vtv.vn/xa-hoi/ca-nuoc-co-hon-90-trieu-nguoi-tham-gia-bao-hiem-y-te-trong-quy-i-2024-20240405085332081.htm,05/04/2024,"Số người tham gia bảo hiểm y tế đã vượt qua con số 90 triệu người, tăng 0,28% so với cùng kỳ năm trước."
https://vtv.vn/xa-hoi/hang-nghin-ha-cay-trong-o-dak-nong-dang-doi-mat-nguy-co-thieu-nuoc-20240405084717629.htm,05/04/2024,"Tại tỉnh Đắk Nông, tình trạng nắng nóng kéo dài đã khiến nguồn nước tại nhiều ao hồ, suối lớn dần cạn kiệt, ảnh hưởng đến hơn 8.000ha cây trồng."
https://vtv.vn/xa-hoi/ha-tinh-hang-chuc-ha-ngo-bi-sap-den-ky-thu-hoach-bat-ngo-bi-chet-kho-20240405083735466.htm,05/04/2024,
https://vtv.vn/xa-hoi/hon-200-diem-sut-lun-sat-lo-nghiem-trong-tai-kien-giang-20240405082855026.htm,05/04/2024,"Huyện U Minh Thượng, tỉnh Kiên Giang đang đối mặt với tình trạng sụt lún và sạt lở nghiêm trọng, khi có hơn 200 điểm bị ảnh hưởng, tổng chiều dài hơn 6,5km."
https://vtv.vn/xa-hoi/dinh-chi-3-cho-o-bien-hoa-do-khong-dam-bao-phong-chay-chua-chay-20240405082010847.htm,05/04/2024,"Các chợ bao gồm Chợ Tam Hòa (phường Tam Hòa), chợ Long Bình Tân (phường Long Bình Tân) và một điểm kinh doanh thuộc HTX Thương mại dịch vụ Tân Biên (phường Tân Biên)."
https://vtv.vn/xa-hoi/hon-42-ha-rung-phong-ho-bi-anh-huong-sau-vu-chay-rung-tai-dien-bien-20240405081333978.htm,05/04/2024,"Diện tích rừng bị cháy được xác định gần 1 ha, với hơn 42 ha rừng bị ảnh hưởng, tuy nhiên cháy chỉ diễn ra dưới tán cây và không ảnh hưởng đến tầng cây chính của rừng."
https://vtv.vn/xa-hoi/thoi-tiet-ngay-5-4-bac-bo-co-mua-rao-va-dong-rai-rac-20240405061846802.htm,05/04/2024,"Bộ có mưa rào và dông rải rác, cục bộ có mưa to với lượng mưa từ 15-30mm, có nơi trên 50mm, trong mưa dông có khả năng xảy ra lốc, sét, mưa đá và gió giật mạnh."
https://vtv.vn/xa-hoi/bai-hoc-canh-giac-cho-nguoi-dan-sau-vu-hoa-hoan-tai-tp-ho-chi-minh-20240404205443502.htm,05/04/2024,"Ngày thứ ba kể từ vụ cháy, con hẻm 124 đường Phạm Thế Hiển, quận 8, TP Hồ Chí Minh vẫn đang bị phong tỏa. Điều đáng tiếc là nguy cơ cháy đã được cảnh báo."
https://vtv.vn/xa-hoi/tp-ho-chi-minh-bat-dau-sat-nhap-cac-khu-pho-ap-20240404215809126.htm,05/04/2024,"Chỉ tính riêng tại quận 5, từ 99 khu phố cũ sẽ sắp xếp lại thành 85 khu phố mới. Không còn mô hình tổ dân phố, tổ nhân dân. Mỗi khu phố mới sẽ dao động khoảng 500 hộ."
https://vtv.vn/xa-hoi/nhieu-thanh-thieu-nien-tai-tinh-quang-ngai-bi-lua-dua-sang-campuchia-20240404175847623.htm,05/04/2024,"Trong vòng một tuần, có gần 10 trường hợp là người Quảng Ngãi bị lừa sang Campuchia được gia đình chuộc trở về nước."
https://vtv.vn/xa-hoi/dien-mao-moi-cua-nut-giao-mai-dich-truoc-ngay-thong-xe-cau-vuot-thep-20240404164542006.htm,05/04/2024,Công trình cầu vượt thép Mai Dịch được kỳ vọng sẽ tháo gỡ được vấn đề ùn tắc giao thông tại nút giao Vành đai 3 Xuân Thủy Hồ Tùng Mậu.
https://vtv.vn/xa-hoi/tay-nguyen-cham-lo-doi-song-cho-dong-bao-ngheo-20240404224617736.htm,05/04/2024,"Mỗi căn nhà mới được dựng nên là niềm vui và hy vọng của đồng bào. Bởi có ""an cư"" thì bà con mới có thể tự tin tiếp tục vươn lên trong cuộc sống."
https://vtv.vn/xa-hoi/anh-hop-luyen-dieu-binh-dieu-hanh-ky-niem-70-nam-chien-thang-dien-bien-phu-20240404162628466.htm,04/04/2024,"Sáng 4/4 đã diễn ra buổi kiểm tra hợp luyện các lực lượng vũ trang tham gia diễu binh, diễu hành kỷ niệm 70 năm Chiến thắng Điện Biên Phủ (7/5/1954 7/5/2024)."
https://vtv.vn/xa-hoi/hang-chuc-ngan-hecta-cay-trong-bi-chay-nghi-co-nguoi-pha-hoai-20240404181126382.htm,04/04/2024,"Chỉ sau một đêm, toàn bộ diện tích hơn 20.000 m2 trồng cà phê, mắc ca, mít của người dân tại huyện Lâm Hà, tỉnh Lâm Đồng đã bị lửa thiêu rụi."
https://vtv.vn/xa-hoi/nhieu-o-to-vo-lop-tren-cao-toc-cam-lo-la-son-vi-mat-duong-nong-60-do-c-20240404184502999.htm,04/04/2024,"Nắng nóng khiến nhiệt độ mặt đường cao tốc Cam Lộ La Sơn tăng cao, trong vòng 4 ngày qua ghi nhận 12 xe ô tô gặp sự cố vỡ lốp."
https://vtv.vn/xa-hoi/vu-19-hoc-sinh-bi-ngo-doc-khuyen-cao-nguoi-dan-khong-mua-cac-do-choi-nguy-hai-20240404184233246.htm,04/04/2024,"Sở Giáo dục và Đào tạo và Sở Y tế tỉnh Vĩnh Long đã có khuyến cáo đến người dân không mua bán, sử dụng các đồ chơi gây nguy hại cho trẻ em."
https://vtv.vn/xa-hoi/suc-khoe-nan-nhan-trong-vu-chay-khi-metan-duoi-ham-lo-o-quang-ninh-da-on-dinh-20240404173937714.htm,04/04/2024,"Các công nhân đang được điều trị, theo dõi tích cực tại Bệnh viện Đa khoa tỉnh Quảng Ninh."
https://vtv.vn/xa-hoi/duong-sat-tang-nhieu-chuyen-tau-dip-nghi-le-30-4-va-1-5-20240404174630166.htm,04/04/2024,Hàng loạt chuyến tàu sẽ được bổ sung trong dịp nghỉ lễ 30/4 và 1/5 để đáp ứng nhu cầu đi lại của người dân.
https://vtv.vn/xa-hoi/lien-tiep-xay-ra-3-tran-dong-dat-tai-kon-tum-20240404160535866.htm,04/04/2024,"Theo Viện Vật lý Địa cầu, ngày 4/4, 3 trận động đất liên tiếp đã xảy ra tại khu vực huyện Kon Plông của tỉnh Kon Tum."
https://vtv.vn/xa-hoi/huy-dong-hon-600-nguoi-chua-chay-rung-dien-bien-20240404162357897.htm,04/04/2024,"Hơn 600 người được huy động tham gia chữa cháy rừng tại huyện Tủa Chùa, tỉnh Điện Biên."
https://vtv.vn/xa-hoi/de-xuat-nghi-5-ngay-lien-tiep-dip-30-4-va-1-5-nam-2024-20240404163241547.htm,04/04/2024,Bộ LĐ-TB&XH đề xuất nghỉ 5 ngày liên tiếp dịp lễ 30/4 và 1/5 năm 2024 bằng cách hoán đổi ngày làm việc bình thường và làm bù sang ngày khác.
https://vtv.vn/doi-song/pho-trang-tien-sap-co-dien-mao-moi-20240404140505871.htm,04/04/2024,"Phố Tràng Tiền (quận Hoàn Kiếm, Hà Nội) hiện đang bắt đầu được chỉnh trang, cải tạo, nhằm phát huy những nét văn hóa, lịch sử cũng như thu hút du khách."
https://vtv.vn/xa-hoi/hai-chi-em-bi-ngo-doc-do-an-nham-la-ngon-20240404122236057.htm,04/04/2024,"Sáng 4/4, Bệnh viện đa khoa tỉnh Phú Thọ cho biết, hai chị em ăn nhầm lá ngón sau bữa trưa ở huyện Cẩm Khê (Phú Thọ) đã được xuất viện."
https://vtv.vn/xa-hoi/quy-dinh-moi-ve-dao-tao-lai-xe-cac-hang-b1-b2-c-20240404115019349.htm,04/04/2024,"Từ 1/6/2024 sẽ thực hiện đào tạo lái xe các hạng B1, B2, C theo quy định mới."
https://vtv.vn/xa-hoi/ha-noi-xu-ly-hon-800-truong-hop-xe-tu-che-20240404122608088.htm,04/04/2024,"815 trường hợp xe tự đóng, xe mô tô, xe máy chở hàng hóa cồng kềnh đã bị lực lượng cảnh sát giao thông, Công an TP Hà Nội xử lý trong đợt kiểm tra từ ngày 15/3 đến nay."
https://vtv.vn/xa-hoi/nang-nong-dien-rong-nguy-co-cao-xay-ra-chay-rung-20240404075433282.htm,04/04/2024,"Nắng nóng đang xảy ra ở nhiều vùng trên cả nước. Nắng mạnh, nhiệt cao khiến lớp thực bì ở các cánh rừng bị khô kiệt, dễ bén lửa, nếu bất cẩn có thể bùng phát cháy rừng."
https://vtv.vn/xa-hoi/du-thao-luat-moi-de-xuat-csgt-duoc-dung-xe-nguoi-dan-trong-4-truong-hop-20240404111516274.htm,04/04/2024,Bộ Công an đề xuất CSGT được dừng phương tiện tham gia giao thông dựa vào 4 căn cứ dưới đây.
https://vtv.vn/xa-hoi/trien-lam-tem-chao-mung-100-nam-xay-dung-va-phat-trien-thanh-pho-nha-trang-2024040411054677.htm,04/04/2024,"Triển lãm trưng bày 40 khung tem với hàng nghìn con tem bưu chính và các vật phẩm về phong cảnh, kiến trúc, con người Nha Trang xưa và nay và về bác sĩ Alexandre Yersin."
https://vtv.vn/xa-hoi/duong-bo-cao-toc-phai-co-toi-thieu-4-lan-xe-20240404092815843.htm,04/04/2024,"Theo quy chuẩn mới do Bộ Giao thông Vận tải ban hành, đường bộ cao tốc phải có tối thiểu 4 làn xe, tốc độ tối đa cho phép trên đường bộ cao tốc không vượt quá 120 km/h."
https://vtv.vn/xa-hoi/cao-toc-cam-lam-vinh-hao-gan-9000-ty-dong-san-sang-thong-xe-20240404092558921.htm,04/04/2024,"Đến nay, toàn bộ tuyến cao tốc Cam Lâm Vĩnh Hảo đã cơ bản được hoàn thành và chuẩn bị thông xe vào ngày 30/4 tới."
https://vtv.vn/xa-hoi/vu-49-nguoi-nhap-vien-sau-khi-an-do-tu-thien-la-su-co-an-toan-thuc-pham-20240404065159652.htm,04/04/2024,"Chiều 3/4, tại Bình Dương, 49 người ăn bánh mì, bánh bao miễn phí đã nhập viện, do nghi ngộ độc thực phẩm."
https://vtv.vn/xa-hoi/tai-nan-ham-lo-o-quang-ninh-cong-nhan-bi-thuong-bang-hoang-ke-lai-20240404081750636.htm,04/04/2024,Hiện sức khỏe của 7 công nhân bị thương trong vụ tai nạn hầm lò tại mỏ than ở Quảng Ninh đã cơ bản ổn định.
https://vtv.vn/xa-hoi/chang-trai-liet-2-chan-duoc-hoi-sinh-than-ky-2024040408144626.htm,04/04/2024,"Trịnh Quí Anh (19 tuổi, trú tại huyện Yên Lập, tỉnh Phú Thọ) nhập viện trong tình trạng liệt 2 chân, đau cột sống ngực với kết quả thăm khám và chụp cộng hưởng từ cho thấy"
https://vtv.vn/xa-hoi/hang-tram-tan-ca-long-be-chet-tai-hai-duong-20240404085033229.htm,04/04/2024,"Những ngày qua, người dân xã Tiền Tiến, tỉnh Hải Dương, như đang ngồi trên lửa. Cá lồng bè thả nuôi trên sông bỗng dưng chết hàng loạt."
https://vtv.vn/xa-hoi/19-hoc-sinh-o-vinh-long-di-cap-cuu-vi-ngo-doc-bom-hoi-20240404075532316.htm,04/04/2024,"Mua “bom hôi” (Fart bomb, made in China) từ bên ngoài vào sân trường chơi, 19 học sinh ở Vĩnh Long bị ngộ độc phải đi cấp cứu."
https://vtv.vn/chinh-tri/ky-luat-khien-trach-pho-giam-doc-so-y-te-tinh-kien-giang-20240404063611211.htm,04/04/2024,"Vi phạm của Phó Giám đốc Sở Y tế tỉnh Kiên Giang và nhiều cán bộ khác làm ảnh hưởng đến uy tín của tổ chức Đảng, cần phải kỷ luật."
https://vtv.vn/xa-hoi/dieu-tra-lam-ro-trach-nhiem-trong-su-co-ham-lo-lam-4-nguoi-tu-vong-20240404060216384.htm,04/04/2024,"Chiều 3/4, Bộ trưởng Bộ Tài nguyên và Môi trường Đặng Quốc Khánh đã đến làm việc tại Công ty Than Thống Nhất và yêu cầu làm rõ trách nhiệm trong sự cố làm 4 người tử vong."
https://vtv.vn/xa-hoi/mien-bac-giam-nhiet-chieu-toi-mua-giong-o-nhieu-khu-vuc-20240404055231628.htm,04/04/2024,"Hôm nay (4/4), miền Bắc bắt đầu giảm nhiệt, nắng nóng ở phía Tây Bắc Bộ không quá gay gắt. Trong khi miền Trung và miền Nam tiếp tục có nắng nóng diện rộng."
https://vtv.vn/xa-hoi/vung-tau-thong-bao-tim-gan-1000-chu-xe-vi-pham-den-xu-ly-2024040313334523.htm,04/04/2024,"Ngày 3/4, Công an TP. Vũng Tàu đang thông báo tìm chủ nhân của gần 1.000 phương tiện vi phạm đã quá thời hạn tạm giữ đến để đến xử lý theo quy định của pháp luật."
https://vtv.vn/xa-hoi/nhech-nhac-tai-cac-nha-ga-tuyen-duong-sat-nhon-ga-ha-noi-20240403185312966.htm,04/04/2024,"Các nhà ga tuyến đường sắt đô thị Nhổn Ga Hà Nội dù chưa đi vào hoạt động nhưng lại đã bị chiếm dụng để kinh doanh, tập kết rác, vẽ bậy hay địa điểm phóng uế."
https://vtv.vn/xa-hoi/lao-dong-that-nghiep-co-xu-huong-khong-muon-kiem-viec-lam-chinh-thuc-20240403180154612.htm,04/04/2024,"Đối với nhiều công nhân khi mất việc sẽ có xu hướng tìm đến các công việc thời vụ, đợi đến khi nhận hết trợ cấp thất nghiệp mới bắt đầu tìm kiếm việc làm mới."
https://vtv.vn/doi-song/hien-trang-hai-vu-sat-lo-nghiem-trong-o-can-tho-20240403215538355.htm,04/04/2024,Hai vụ sạt lở xảy ra tại hai quận Bình Thủy và Thốt Nốt ở TP Cần Thơ khiến nhiều căn nhà bị sụp hoàn toàn xuống sông.
https://vtv.vn/xa-hoi/da-bat-duoc-pham-nhan-tron-trai-o-thanh-hoa-20240403192646233.htm,03/04/2024,"Mai Văn Đệ phạm nhân trốn trại giam ở Thanh Hóa bị bắt giữ khi đang lẩn trốn tại rừng Sến Tam Quy, thuộc địa bàn xã Hà Lĩnh, huyện Hà Trung."
https://vtv.vn/xa-hoi/giai-cuu-mot-phu-nu-bi-doi-tuong-tron-cai-nghien-ma-tuy-bat-lam-con-tin-20240403191322121.htm,03/04/2024,"Ngày 3/4, Công an tỉnh Sóc Trăng cho biết đã khống chế kịp thời đối tượng dùng dao giữ con tin tại một nhà nghỉ ở khóm Tân Quới, phường 2, thị xã Ngã Năm."
https://vtv.vn/xa-hoi/tai-xe-chu-dong-don-dep-chuong-ngai-vat-tren-duong-cao-toc-20240403193658584.htm,03/04/2024,"Thay vì chuyển làn để né khối bê tông như chiếc xe phía trước, tài xế đã xuống xe và kéo khối bê tông vào sát lề đường để tránh gây nguy hiểm cho các phương tiện khác."
https://vtv.vn/xa-hoi/san-sang-phuong-an-bao-ho-cong-dan-viet-nam-sau-vu-dong-dat-o-dai-loan-trung-quoc-20240403180752721.htm,03/04/2024,"Trong bối cảnh diễn biến phức tạp của tình hình thiên tai, các cơ quan đại diện của Việt Nam tại Đài Loan (Trung Quốc) đang tích cực lên kế hoạch để hỗ trợ người dân"
https://vtv.vn/xa-hoi/tu-4-5-4-nghe-an-den-thua-thien-hue-co-nang-nong-gay-gat-20240403190217209.htm,03/04/2024,"Ngày 5/4, khu vực từ Nghệ An đến Thừa Thiên Huế có mức nhiệt cao nhất từ 36-39 độ C, thời gian nắng nóng từ 10-18 giờ, độ ẩm tương đối thấp nhất phổ biến 40-45%."
https://vtv.vn/xa-hoi/sau-khi-giet-ba-cu-75-tuoi-nghi-can-mac-ao-dan-phong-cung-cong-an-truy-tim-hung-thu-20240403164558637.htm,03/04/2024,"Hoàng đang là thành viên của lực lượng dân phòng xã Phước Hòa. Sau khi gây án, hung thủ vẫn có mặt tại xã để làm việc như bình thường, cùng Công an truy tìm hung thủ."
https://vtv.vn/xa-hoi/hau-qua-khon-luong-den-tu-rac-thai-nhua-20240403162545454.htm,03/04/2024,"Ô nhiễm môi trường đến từ rác thải nhựa đã làm ảnh hưởng đến môi trường sống, đe dọa đến hệ sinh thái. Tuy nhiên, vẫn còn nhiều khó khăn trong việc xử lý rác thải nhựa."
https://vtv.vn/xa-hoi/cuon-thep-tren-container-roi-trung-nguoi-di-xe-may-20240403151326909.htm,03/04/2024,"Chiều 3/4, tại Bình Dương xảy ra vụ tai nạn khi một cuộn thép từ container rơi xuống, va trúng một người đang đi xe máy."
https://vtv.vn/xa-hoi/chay-rung-tai-muong-la-son-la-20240403061613619.htm,03/04/2024,"Chiều tối 2/4, tại xã Nặm Păm, huyện Mường La, tỉnh Sơn La đã xảy ra vụ cháy rừng."
https://vtv.vn/xa-hoi/nguoi-dan-ong-o-ha-noi-bi-lua-100-lan-mat-gan-10-ty-dong-20240402205701136.htm,03/04/2024,"Với thủ đoạn mạo danh các chức vụ khác nhau tại Đại sứ quán, Mai đã lừa đảo chiếm đoạt của anh T. số tiền gần 10 tỷ đồng."
https://vtv.vn/xa-hoi/cu-dan-treo-bang-ron-phan-doi-dat-bon-hoa-ghe-da-lam-dep-canh-quan-20240402194114362.htm,03/04/2024,"Cho rằng việc chính quyền địa phương đặt bồn hoa, ghế đá ảnh hưởng việc đi lại, cư dân một chung cư tại Q.Thanh Xuân, Hà Nội đã treo băng rôn phản đối việc này."
https://vtv.vn/xa-hoi/dien-bien-quyet-tam-xoa-bo-hoan-toan-huyen-ngheo-20240402210253929.htm,03/04/2024,"Tỉnh Điện Biên đã phân bổ thực hiện 119 dự án bằng nguồn vốn chương trình giảm nghèo bền vững, đặc biệt tập trung vào Mường Ảng và Tuần Giáo."
https://vtv.vn/xa-hoi/mien-bac-mien-trung-nang-nong-gay-gat-co-noi-tren-40-do-c-20240403052311856.htm,03/04/2024,"Nắng nóng gay gắt và đặc biệt gay gắt diễn ra ở miền Bắc và miền Trung, nhiệt độ cao nhất phổ biến từ 37 40 độ C, có nơi trên 40 độ C."
https://vtv.vn/xa-hoi/nang-nong-den-som-o-ha-noi-la-hien-tuong-bat-thuong-20240402202842707.htm,03/04/2024,"Nhiệt độ ở Hà Nội đã lên đến 35 độ C, khiến không khí trở nên khá oi bức. Dù là nắng đầu mùa nhưng cũng đủ khiến cho người dân cảm thấy mệt mỏi khi phải ra ngoài."
https://vtv.vn/xa-hoi/5-truong-hop-khoa-can-cuoc-dien-tu-ke-tu-ngay-1-7-2024-20240402155924941.htm,03/04/2024,"Dự thảo nghị định đề xuất hệ thống định danh và xác thực điện tử tự động rà soát, kiểm tra và mở khóa căn cước điện tử khi không còn căn cứ khóa căn cước điện tử."
https://vtv.vn/phap-luat/canh-bao-lua-dao-dang-ky-trai-he-ky-nang-hoc-ky-cong-an-o-nhieu-tinh-thanh-202404021524348.htm,03/04/2024,Các đối tượng mạo danh Công an tỉnh Bình Định nhắn tin qua mạng xã hội mời phụ huynh học sinh tham gia chương trình “Trại hè kỹ năng Học kỳ CAND” để lừa tiền.
https://vtv.vn/xa-hoi/duong-day-500kv-mach-3-moi-dat-48-tien-do-goi-thau-san-xuat-cot-20240402205349074.htm,03/04/2024,"Trong số 75 gói thầu sản xuất, chỉ có gần một nửa số lượng cột được hoàn thành sản xuất và bàn giao cho các nhà thầu triển khai thi công, lắp đặt."
https://vtv.vn/xa-hoi/ubkt-trung-uong-bo-cong-an-vao-cuoc-vu-chu-tich-huyen-bi-lua-dao-hon-171-ty-dong-2024040221130741.htm,02/04/2024,Đoàn công tác của Ủy ban Kiểm tra Trung ương đã làm việc với Tỉnh ủy Đồng Nai về vụ việc Chủ tịch UBND huyện Nhơn Trạch bị lừa đảo lấy đi số tiền lớn.
https://vtv.vn/xa-hoi/tau-luc-luong-bao-ve-bo-bien-an-do-den-tp-ho-chi-minh-20240402133947287.htm,02/04/2024,"Đây là chuyến thăm định kỳ thường xuyên của Lực lượng Bảo vệ bờ biển Ấn Độ đến Việt Nam, hiện thực hoá Bản ghi nhớ hợp tác giữa hai lực lượng được ký vào năm 2015."
https://vtv.vn/xa-hoi/be-trai-8-thang-tuoi-tu-vong-khong-ro-nguyen-nhan-tai-nha-tre-tu-phat-20240402151557566.htm,02/04/2024,"Ngày 2/4, phòng Cảnh sát hình sự (Công an tỉnh Bình Dương) cho biết, hiện đang điều tra làm rõ cái chết của bé trai 8 tháng tuổi, xảy ra tại nhà dân giữ trẻ tự phát."
https://vtv.vn/xa-hoi/nguoi-dan-ha-noi-chua-kip-thich-nghi-nang-nong-dau-mua-20240402151019965.htm,02/04/2024,Miền Bắc trong đó có Thủ đô Hà Nội đang trong đợt nắng nóng đầu tiên của năm nay. Đây là đợt nóng đến sớm hơn hẳn so với mọi năm.
https://vtv.vn/xa-hoi/cha-duong-bi-to-hiep-dam-con-gai-rieng-cua-vo-2024040214420587.htm,02/04/2024,Công an thị xã Quảng Yên (Quảng Ninh) tiếp nhận trình báo của cháu M (SN 2010) tố giác cha dượng thực hiện hành vi xâm hại tình dục.
https://vtv.vn/xa-hoi/chay-kho-hang-noi-that-o-vung-tau-20240402141629675.htm,02/04/2024,"Vụ hỏa hoạn xảy ra tại kho hàng nội thất ở số 1561, đường 30/4, phường 12, TP Vũng Tàu vào sáng nay (2/4)."
https://vtv.vn/xa-hoi/tam-dinh-chi-4-nu-sinh-danh-bat-ban-quy-goi-trong-ky-tuc-xa-20240402141035405.htm,02/04/2024,"4 học sinh tham gia vụ nữ sinh bị bắt quỳ, tát vào mặt xảy ra tại huyện Đăk Glei, Kon Tum đã bị đình chỉ học tập."
https://vtv.vn/xa-hoi/nhuc-nhoi-van-nan-tha-rong-vat-nuoi-20240402134543851.htm,02/04/2024,Chưa bao giờ nạn thả rông vật nuôi được chỉ ra nhức nhối như hiện nay khi mà chỉ vài tháng đầu năm nay số ca mắc bệnh dại ở nước ta liên tục gia tăng.
https://vtv.vn/xa-hoi/ha-noi-sap-khoi-cong-cau-hong-ha-noi-dan-phuong-voi-me-linh-20240402135519752.htm,02/04/2024,"Cầu Hồng Hà thuộc dự án Vành đai 4 Vùng Thủ đô có mức đầu tư 9.800 tỷ đồng, dự kiến khởi công tháng 10/2024, giúp rút ngắn thời gian kết nối, tăng cường việc giao thương."
https://vtv.vn/xa-hoi/binh-thuan-cac-ho-chua-nuoc-can-kho-hang-tram-ho-dan-khat-nuoc-20240402084352925.htm,02/04/2024,
https://vtv.vn/xa-hoi/hai-xe-may-va-cham-manh-bon-nguoi-thuong-vong-20240402122534778.htm,02/04/2024,"Sáng 2/4, một vụ tai nạn giao thông nghiêm trọng đã xảy ra trên địa bàn thành phố Huế, tỉnh Thừa Thiên Huế."
