,Categorical,Date,Url,Pred
16,economic,04/04/2024,https://vtv.vn/kinh-te/gia-dau-the-gioi-cao-nhat-trong-5-thang-20240404092548509.htm,Giá dầu mỏ thế giới tăng nhẹ lên mức cao kỷ lục trong 5 tháng qua khiến giá dầu thế giới đóng cửa ở mức cao kỷ lục. Tuy nhiên giá dầu mỏ lại tăng mạnh khi nhiều nhà đầu tư lo ngại tình trạng gián đoạn nguồn cung.
17,economic,04/04/2024,https://vtv.vn/kinh-te/gia-vang-tang-soc-vang-nhan-lap-ky-luc-20240404094451542.htm,Các chuyên gia dự báo việc giá vàng miếng SJC bị xóa khỏi thị trường vàng thế giới nếu không muốn nhập khẩu vàng nguyên liệu thô và kim loại quý khác sẽ ảnh hưởng rất lớn tới thị trường vàng thế giới.
18,economic,04/04/2024,https://vtv.vn/kinh-te/thi-truong-vang-cho-doi-chinh-sach-quan-ly-moi-20240403203755594.htm,Nhiều người lo lắng việc giá vàng thế giới tăng vì giá vàng thế giới tăng mạnh gây ra nhiều biến động khi lượng vàng miếng được nhập về nhiều hơn.
19,economic,04/04/2024,https://vtv.vn/kinh-te/linh-hoat-co-che-dieu-hanh-ty-gia-dam-bao-su-on-dinh-20240403235242013.htm,"Theo báo cáo của Ngân hàng Nhà nước về tình hình kinh tế vĩ mô hôm 3-5, chiều 3-5, cho thấy có 'lỗ hổng' mang tính hệ thống. Việc áp dụng chính sách tiền tệ là một phần trong quá trình điều hành kinh tế vĩ mô."
20,economic,03/04/2024,https://vtv.vn/kinh-te/pvoil-da-phat-hanh-tro-lai-hoa-don-dien-tu-xang-dau-sau-vu-tan-cong-mang-2024040319012836.htm,Tổng Công ty Dầu Việt Nam (PVOIL) đã phát hành được hóa đơn điện tử sau hơn 1 ngày xảy ra vụ tấn công mạng. Hệ thống quản lý và phát hành hóa đơn điện tử của PVOIL dự kiến sẽ hoạt động bình thường vào cuối tuần này.
21,economic,03/04/2024,https://vtv.vn/kinh-te/gia-vang-the-gioi-lap-ky-luc-moi-20240403190741989.htm,Giá vàng thế giới tăng mạnh gây lo ngại về áp lực lạm phát có thể tăng trong tuần này khi kỳ vọng lãi suất sẽ tăng trở lại.
22,economic,03/04/2024,https://vtv.vn/kinh-te/san-pham-ca-ngu-duoc-xuat-khau-sang-80-thi-truong-20240403191751656.htm,Xuất khẩu cá ngừ sang thị trường Mỹ tăng mạnh trong tháng 1 vừa qua khiến ngành thuỷ sản xuất khẩu cá ngừ Việt Nam trong 3 tháng đầu năm có dấu hiệu khởi sắc.
23,economic,03/04/2024,https://vtv.vn/kinh-te/sau-rieng-viet-nam-chiem-gan-32-thi-phan-tai-trung-quoc-20240403195155962.htm,"Xuất khẩu sầu riêng năm 2023 đạt hơn 41.000 tấn, trong đó nhiều diện tích trồng cây ăn quả, cây lâu năm kém hiệu quả đã được xóa bỏ, thậm chí có thể vươn lên chiếm lĩnh thị phần thị phần Trung Quốc."
24,economic,03/04/2024,https://vtv.vn/kinh-te/nang-tam-nong-san-viet-qua-kenh-thuong-mai-dien-tu-20240403155748131.htm,"Hơn 800 phiên livestream bán sản phẩm OCOP với hơn 800 phiên livestream, 1,4 tỷ lượt xem, đạt hơn 100 tỷ đồng."
25,economic,03/04/2024,https://vtv.vn/kinh-te/vu-boc-hoi-tien-ty-tai-ngan-hang-msb-ai-chiu-trach-nhiem-20240403174532886.htm,"Theo báo cáo của Ngân hàng Nhà nước về vụ việc khách hàng mất tiền tại Ngân hàng MSB, nhiều ngân hàng đã phát hiện và có hành vi lừa đảo chiếm đoạt tiền gửi tiết kiệm của người dân."
26,economic,03/04/2024,https://vtv.vn/kinh-te/canh-bao-nguy-co-canada-ap-thue-phong-ve-thuong-mai-voi-dinh-oc-20240403143350139.htm,"Qua hai vụ việc phòng vệ thương mại và đầu tư, Cục Phòng vệ thương mại (Bộ Công Thương), Bộ Công Thương và Công Thương cùng các doanh nghiệp liên quan đề nghị Cục Phòng vệ thương mại (Bộ Công Thương) tăng cường kiểm tra các mặt hàng nhập khẩu từ Trung Quốc và Đài"
27,economic,03/04/2024,https://vtv.vn/kinh-te/dong-yen-nhat-ban-co-the-truot-xuong-160-yen-usd-2024040314433656.htm,"Đồng Yen Nhật Bản có thể trượt xuống mức 160 Yen/USD nếu Fed chậm trễ trong việc cắt giảm lãi suất. Tuy nhiên, số tiền này vẫn còn ở mức thấp nhất trong nhiều năm."
28,economic,03/04/2024,https://vtv.vn/kinh-te/gia-dau-brent-huong-toi-nguong-90-usd-thung-20240403144814379.htm,"Giá dầu mỏ thế giới tăng nhẹ trong tuần trước khi chạm mốc lịch sử 89,46 USD/thùng. Tuy nhiên, mức cao nhất trong vòng 30 năm qua khiến Nga phải dừng sản xuất các sản phẩm dầu mỏ."
29,economic,03/04/2024,https://vtv.vn/kinh-te/quy-mo-kinh-te-so-dong-nam-a-du-kien-dat-600-ty-usd-vao-nam-2030-20240403150016985.htm,"Các công ty kỹ thuật số Đông Nam Á dự kiến huy động 18,3 tỷ USD trong năm nay để đáp ứng nhu cầu của nhà đầu tư."
30,economic,03/04/2024,https://vtv.vn/kinh-te/them-co-hoi-giam-lai-suat-cho-vay-2024040315083611.htm,"Ngày 2-5, nhiều ngân hàng đã đưa thêm chính sách hỗ trợ cho vay bình quân ở nhiều địa phương và cho vay theo chuỗi sản xuất."
31,economic,03/04/2024,https://vtv.vn/kinh-te/vn-index-mat-gan-16-diem-20240403165818673.htm,"Trong phiên giao dịch hôm nay 3-4, VN-Index hôm nay 3-4, thị trường chứng khoán chìm trong sắc đỏ. Nhóm cổ phiếu vốn hóa lớn như ngân hàng, MBB, SGX, STB... đều chìm trong sắc đỏ."
32,economic,03/04/2024,https://vtv.vn/kinh-te/thu-tuong-bao-dam-day-du-dieu-kien-de-trien-khai-che-do-tien-luong-moi-tu-1-7-20240403144247276.htm,Thủ tướng Phạm Minh Chính - chủ tịch Ủy ban Quốc gia về việc thực hiện chủ trương 2024 là cơ chế để tăng cường sự hiện diện của Hội đồng Quốc gia về kinh tế.
33,economic,03/04/2024,https://vtv.vn/kinh-te/nhieu-du-an-chung-cu-ha-hoi-tang-hon-30-gia-sau-mot-nam-20240403101611159.htm,Nhiều người lo lắng việc thị trường bất động sản sẽ tăng cao khi lượng căn hộ chung cư tung ra quá cao và người dân lo lắng.
34,economic,03/04/2024,https://vtv.vn/kinh-te/hoa-don-dien-tu-minh-bach-thi-truong-xang-dau-20240403103639579.htm,"Dù khách hàng có lấy hóa đơn hay không, cơ sở kinh doanh xăng dầu vẫn thực hiện việc xuất hóa đơn điện tử sau mỗi lần bán hàng."
35,economic,03/04/2024,https://vtv.vn/kinh-te/ly-do-vang-tien-sau-vao-vung-ky-luc-20240403123820538.htm,"Giá vàng thế giới tăng mạnh trong bối cảnh nền kinh tế đang khó khăn, nền kinh tế ""hạ cánh mềm""... là những tin nổi bật nhất của thị trường chứng khoán, vốn 'mong manh' như dầu mỏ, dầu mỏ..."
36,economic,03/04/2024,https://vtv.vn/kinh-te/vang-nhan-sat-moc-72-trieu-dong-luong-20240403125900636.htm,"Giá vàng nhẫn 999.9 hôm nay 3-5 tăng mạnh 3.50 - 81,64 triệu đồng/lượng chiều nay 3-5."
37,economic,03/04/2024,https://vtv.vn/kinh-te/3-loai-tien-luong-dong-loat-tang-tu-ngay-1-7-2024-2024040313104583.htm,"2.3. Tăng lương tối thiểu vùng 6% là 6%, cao nhất 4,3% so với cùng kỳ năm ngoái."
38,economic,03/04/2024,https://vtv.vn/kinh-te/som-thuc-hien-dau-tu-nang-cap-cac-tuyen-duong-bo-cao-toc-20240403112614528.htm,"Để mở rộng cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây, dự kiến năm 2024 sẽ cần hơn 14.300 tỷ đồng."
39,economic,03/04/2024,https://vtv.vn/kinh-te/luong-xe-ban-giao-cua-tesla-giam-lan-dau-tien-sau-gan-4-nam-20240403092105122.htm,"Giá trị vốn hóa của Tesla đã sụt giảm trong quý I/2024 khiến công ty mẹ của hãng xe điện Tesla phải dừng sản xuất các mẫu xe điện mới, đẩy giá trị vốn hóa của hãng này lên mức cao kỷ lục."
40,economic,03/04/2024,https://vtv.vn/kinh-te/chung-khoan-my-tang-truong-manh-20240403110047776.htm,"Sự bùng nổ của thị trường chứng khoán Mỹ trong bối cảnh nhiều lo ngại về nguy cơ bong bóng. Sự xuất hiện của các chỉ số chứng khoán, nhiều nhà đầu tư vẫn lạc quan về thị trường chứng khoán."
41,economic,03/04/2024,https://vtv.vn/kinh-te/gia-vang-tang-manh-20240403095214035.htm,"Giá vàng thế giới tăng nhẹ lên mức 2.268,44 USD/ounce trong bối cảnh căng thẳng leo thang. Tuy nhiên giá vàng nhẫn lại tăng mạnh như vũ bão lên gần 80 triệu đồng/lượng sau khi nhiều ngân hàng bán lẻ và ngân hàng trung ương đóng cửa."
42,economic,03/04/2024,https://vtv.vn/kinh-te/viet-nam-co-6-ti-phu-do-la-20240403092847695.htm,"Trong năm 2024, tỉ phú Phạm Nhật Vượng đã ghi nhận tài sản tăng hơn 1,7 tỉ USD so với năm ngoái và hiện tại."
43,economic,03/04/2024,https://vtv.vn/kinh-te/nganh-do-an-nhanh-california-truoc-quy-dinh-tang-luong-toi-thieu-20240402231811279.htm,"Theo bang California, mức lương tối thiểu cho các chuỗi nhà hàng đồ ăn nhanh lên mức 20 USD/giờ từ mức 16USD/giờ."
44,economic,03/04/2024,https://vtv.vn/kinh-te/8-khoan-phu-cap-giao-vien-duoc-nhan-tu-1-7-2024-20240403091447284.htm,"Theo Bộ Giáo dục và Đào tạo vừa công bố quy định về mức lương giáo viên được hưởng từ 1/7/2024. Theo đó, từ ngày 1/7/2024 sẽ có thêm phụ cấp đặc biệt."
45,economic,03/04/2024,https://vtv.vn/kinh-te/doanh-nghiep-fdi-tang-dau-tu-theo-tieu-chi-xanh-2024040222565481.htm,Thu hút dòng vốn FDI xanh một cách hiệu quả kỳ vọng sẽ tác động tích cực lên nhiều phương diện của nền kinh tế.
46,economic,03/04/2024,https://vtv.vn/kinh-te/hoa-don-dien-tu-giup-chong-gian-lan-buon-lau-xang-dau-20240402232935562.htm,"Theo quy định tại Nghị định 1123/2024, việc áp dụng hóa đơn điện tử cho xăng dầu là mang tính chất minh bạch, dễ hiểu và bảo vệ quyền lợi của người tiêu dùng."
47,economic,03/04/2024,https://vtv.vn/kinh-te/som-hoan-thien-ha-tang-chinh-sach-ho-tro-fdi-xanh-20240402230802946.htm,"Bộ trưởng Bộ Kế hoạch và Đầu tư Nguyễn Chí Dũng - Bộ trưởng Bộ Kế hoạch và Đầu tư cho biết hiện nay có khoảng 70 doanh nghiệp đầu tư vào các cụm công nghiệp xanh, kinh tế tuần hoàn."
48,economic,03/04/2024,https://vtv.vn/kinh-te/tong-cuc-thue-ho-tro-he-thong-hoa-don-dien-tu-cua-pvoil-som-hoat-dong-lai-20240402233551671.htm,"Tổng cục Thuế yêu cầu PVOIL phải lập hóa đơn điện tử, phiếu xuất kho kiêm vận chuyển nội bộ và sẽ mở lại khi hệ thống của PVOIL bị tấn công."
49,economic,02/04/2024,https://vtv.vn/kinh-te/he-thong-cong-nghe-thong-tin-cua-pvoil-bi-gian-doan-do-tan-cong-mang-20240402190701655.htm,Tổng giám đốc Tổng công ty Dầu Việt Nam (PVOIL) Võ Văn Nhuộm thông tin thêm vụ tấn công có chủ đích nhằm mục đích đảm bảo cung cấp xăng dầu trong thời gian sớm nhất.
50,economic,02/04/2024,https://vtv.vn/kinh-te/giai-bai-toan-nha-o-xa-hoi-nam-tren-giay-20240402193602424.htm,"Các chuyên gia cho rằng, việc các cơ quan chức năng phải gỡ được những vướng mắc, thúc đẩy những dự án nhà ở xã hội tái khởi động."
51,economic,02/04/2024,https://vtv.vn/kinh-te/rao-can-cua-xuat-khau-tom-20240402203932851.htm,"Trước thực trạng thủy sản Việt Nam xuất khẩu vượt quá mức cho phép, Bạc Liêu đã đưa ra nhiều giải pháp đồng bộ để tăng sức cạnh tranh trên thị trường quốc tế."
52,economic,02/04/2024,https://vtv.vn/kinh-te/tiep-can-tin-dung-uu-dai-lieu-co-kho-20240402150348881.htm,"Số liệu Tổng cục Thống kê vừa công bố cho thấy, từ đầu năm đến nay, nhiều doanh nghiệp nhỏ và vưa vay với lãi suất 0%/năm với lãi suất 0%."
53,economic,02/04/2024,https://vtv.vn/kinh-te/ket-luan-so-bo-vu-dieu-tra-chong-tro-cap-tom-nuoc-am-dong-lanh-tu-viet-nam-20240402151214845.htm,"Từ đầu năm đến nay, hàng loạt doanh nghiệp xuất khẩu từ Hoa Kỳ bị DOC khởi xướng điều tra chống trợ cấp. Tuy nhiên, số liệu này có thể mất dần trong vài năm."
54,economic,02/04/2024,https://vtv.vn/kinh-te/xuat-khau-ot-chinh-ngach-sang-thi-truong-han-quoc-20240402141605985.htm,Nhiều nông sản của Việt Nam đang bắt nhịp xu hướng sử dụng ớt để chế biến các sản phẩm cho thu hoạch với số lượng lớn và giá trị thương mại cao.
55,economic,02/04/2024,https://vtv.vn/kinh-te/du-kien-bo-sung-nhieu-quy-dinh-moi-ve-hoan-thue-gtgt-20240402153836732.htm,"Bộ Tài chính vừa hoàn thiện quy định về việc áp dụng quy định về việc hoàn thuế GTGT đối với dự án đầu tư, dự án đầu tư phát triển dầu khí."
56,economic,02/04/2024,https://vtv.vn/kinh-te/fed-co-the-manh-tay-ha-lai-suat-neu-nen-kinh-te-tiep-tuc-yeu-di-20240402154236987.htm,"Theo nhà đâu tư, nêu không thăng đươc Fed trong cuôi tháng 3-2024, cuôi tháng 4-2024 sẽ gân cuôi tháng 4."
57,economic,02/04/2024,https://vtv.vn/kinh-te/chuyen-doi-so-cang-bien-giup-tiet-kiem-chi-phi-cho-doanh-nghiep-20240402163502678.htm,"Để đáp ứng nhu cầu quản lý nhà nước về cảng biển, Cục Hàng hải Việt Nam sẽ ứng dụng công nghệ thông tin trong xây dựng mô hình 'cảng biển thông minh'."
58,economic,01/04/2024,https://vtv.vn/kinh-te/cuoc-van-tai-bien-tang-phi-ma-doanh-nghiep-xuat-khau-gap-kho-20240331204546881.htm,"Để có thể kéo giảm mức cước vận tải biển quốc tế tăng phi mã, các cơ quan chức năng cần sớm có giải pháp căn cơ giúp doanh nghiệp giảm chi phí vận chuyển biển quốc tế tăng phi mã."
59,economic,01/04/2024,https://vtv.vn/kinh-te/grdp-tp-ho-chi-minh-tang-654-trong-quy-i-20240401205451689.htm,"Theo số liệu Tổng cục Thống kê vừa công bố, TP Hồ Chí Minh sẽ thực hiện chỉ đạo của Thủ tướng Chính phủ về việc giải ngân 79.000 tỷ đồng trong quý I/2024."
60,economic,01/04/2024,https://vtv.vn/kinh-te/du-bao-trung-quoc-la-nen-kinh-te-so-1-the-gioi-vao-nam-2035-20240401210817135.htm,Trung Quốc dự kiến sẽ vượt Mỹ trở thành nền kinh tế lớn nhất thế giới vào năm 2035. Đầu tư của nhà nước vào Trung Quốc sẽ tăng gấp đôi vào GDP của năm 2035.
61,economic,01/04/2024,https://vtv.vn/kinh-te/ha-noi-dat-do-nhat-ca-nuoc-20240401154200897.htm,Tổng cục Thống kê vừa công bố cho thấy chỉ số giá sinh hoạt theo không gian (SCOLI) năm 2023 thấp nhất cả nước.
62,economic,01/04/2024,https://vtv.vn/kinh-te/gia-vang-the-gioi-cham-muc-cao-ky-luc-20240401143523399.htm,Giá vàng thế giới tăng mạnh vào sáng 1/4 khiến nhiều nhà đầu tư lo lắng về một số rủi ro do Fed cắt giảm lãi suất.
63,economic,01/04/2024,https://vtv.vn/kinh-te/thanh-toan-qua-qr-code-tang-gan-900-20240401111755914.htm,Nhiều khách hàng cho rằng thanh toán bằng mã QR là một hình thức thanh toán không dùng tiền mặt và thanh toán điện tử ở Việt Nam.
64,economic,01/04/2024,https://vtv.vn/kinh-te/thao-go-rao-can-su-dung-dat-nong-nghiep-20240401114154935.htm,"Luật Đất đai sửa đổi có nhiều điểm mới, tạo cơ hội phát triển kinh tế lớn ở ĐBSCL."
65,economic,01/04/2024,https://vtv.vn/kinh-te/viet-nam-dang-thu-hut-cac-cong-ty-da-quoc-gia-20240401120410405.htm,Những con rồng châu Á kéo tăng trưởng kinh tế tăng mạnh trong năm 2024 cho thấy các nước Đông Nam Á đang dần chú trọng vào các ngành có mức đầu tư lớn.
66,economic,01/04/2024,https://vtv.vn/kinh-te/kim-ngach-xuat-khau-dat-9306-ty-usd-trong-quy-i-20240401130511114.htm,Bộ Công Thương công bố thông tin về việc xuất khẩu của Công ty Tuấn Minh vào tháng 9/2024 và cho biết hàng loạt đơn hàng đã tăng tốc trong quý 1.
67,economic,01/04/2024,https://vtv.vn/kinh-te/kho-xac-dinh-gia-tri-boi-thuong-cua-vndirect-20240401134111511.htm,Luật sư Nguyễn Thanh Hà - Chủ tịch công ty luật SBLAW về các vụ án gây thiệt hại do hệ thống của công ty chứng khoán gây ra. Các nhà đầu tư có quyền yêu cầu công ty chứng khoán bồi thường.
68,economic,02/04/2024,https://vtv.vn/kinh-te/an-do-thiet-hai-khoang-5-gdp-vi-o-nhiem-khong-khi-20240402102305582.htm,"Tại các trung tâm nghiên cứu phát triển Quốc tế Ấn Độ (PMI), Ấn Độ cho rằng ô nhiễm không khí là một phần trong số những gánh nặng chính đe dọa tới tăng trưởng kinh tế."
69,economic,02/04/2024,https://vtv.vn/kinh-te/gia-vang-sang-2-4-vang-sjc-di-ngang-vang-nhan-giam-20240402095636698.htm,"Giá vàng thế giới tăng nhẹ sau khi Fed cắt giảm lãi suất đầu tiên trong 18 tháng trở lại đây khiến giá vàng thế giới tăng nhẹ. Tuy nhiên, giá vàng nhẫn lại tăng nhẹ sau khi nhiều ngân hàng trung ương các nước bán tháo đồng USD."
70,economic,02/04/2024,https://vtv.vn/kinh-te/gia-ca-phe-trong-nuoc-lien-tiep-thiet-lap-ky-luc-20240402092519155.htm,Giá cà phê trong nước những ngày qua tăng mạnh tạo ra kỷ lục mới về kim ngạch xuất khẩu và tăng mạnh so với cùng kỳ năm ngoái.
71,economic,02/04/2024,https://vtv.vn/kinh-te/cuc-truong-hang-khong-thieu-hut-may-bay-kha-tram-trong-20240402090858429.htm,Cục Hàng không Việt Nam Đinh Việt Thắng cho biết việc Hãng hàng không Vietnam Airlines triệu hồi một số máy bay bị lỗi do động cơ Pratt&Whitney (PW) yêu cầu kiểm tra và khắc phục hậu quả của việc dừng bay một số máy bay bị lỗi khiến ngành hàng không rơi vào tình
72,economic,02/04/2024,https://vtv.vn/kinh-te/chuyen-tien-tren-10-trieu-phai-xac-thuc-sinh-trac-hoc-tu-1-7-nguoi-dung-yen-tam-hon-20240402071529734.htm,"Từ ngày 1-7, người dân được yêu cầu xác thực sinh trắc học qua khuôn mặt hoặc vân tay, khiến công an, thanh tra giao thông... rất phiền phức."
73,economic,02/04/2024,https://vtv.vn/kinh-te/trung-quoc-huong-toi-phat-trien-ben-vung-20240402000158261.htm,"Chỉ trong 2 ngày, hội nghị phát triển Trung Quốc lần thứ 24 của Ủy ban Quốc gia về phát triển xanh (PSSI), Trung Quốc đã thu hút nhiều doanh nghiệp đầu tư vào nền kinh tế số 2 thế giới."
74,economic,02/04/2024,https://vtv.vn/kinh-te/kinh-te-phu-quoc-phat-trien-ngoan-muc-sau-20-nam-20240401234106454.htm,"Ngày 2-5, Thủ tướng Phạm Minh Chính - chủ tịch UBND tỉnh Phú Quốc, cho biết từ năm 2023 đến nay đã có sự phát triển vượt bậc về cả kinh tế, văn hóa, du lịch, dịch vụ."
75,economic,01/04/2024,https://vtv.vn/kinh-te/tin-dung-tang-truong-tro-lai-trong-thang-3-20240401151618204.htm,"Thủ tướng Phạm Minh Chính - chủ tịch Ủy ban Quốc gia về việc áp dụng chính sách tiền gửi tại các cơ sở kinh doanh, cho vay tiêu dùng và thiết bị y tế."
76,economic,31/03/2024,https://vtv.vn/kinh-te/5g-dong-luc-tang-truong-kinh-te-trung-quoc-20240331165926972.htm,"Trung Quốc sẽ phát triển 6G, tạo động lực quan trọng thúc đẩy tăng trưởng kinh tế của Trung Quốc. 5G - Động lực quan trọng tăng trưởng kinh tế Trung Quốc năm 2030."
77,economic,31/03/2024,https://vtv.vn/kinh-te/gia-vang-trong-nuoc-tang-8-trong-quy-i-20240331181225359.htm,"Giá vàng thế giới tăng mạnh gây ra nhiều biến động khi giá vàng thế giới tăng mạnh và mạnh mẽ lên mức 2.225,75 USD/ounce. Tuy nhiên giá vàng miếng lại tăng như vũ bão lên gần 81 triệu đồng/lượng sau khi đóng cửa."
78,economic,31/03/2024,https://vtv.vn/kinh-te/bitcoin-co-the-cham-nguong-150000-usd-trong-nam-nay-20240331181652899.htm,"Sáng 28-4, dự kiến sẽ có gân 150.000 USD/ounce. Tuy nhiên, giá bitcoin có thê sẽ tăng mạnh trong tháng Tư nay đên gân cuôi tháng 4."
79,economic,31/03/2024,https://vtv.vn/kinh-te/gop-von-kinh-doanh-binh-thuong-20240331185542935.htm,Có nhiều dấu hiệu bất thường trong hoạt động huy động vốn của công ty tại tỉnh Hải Dương. Công ty cổ phần Tâm Lộc Phát cho biết có nhiều dấu hiệu bất thường trong hoạt động huy động vốn của công ty.
80,economic,31/03/2024,https://vtv.vn/kinh-te/than-trong-khi-ap-thue-phong-ve-thuong-mai-20240331203526658.htm,"Từ đầu năm đến nay, tổng kim ngạch xuất khẩu của Việt Nam sang thị trường nội địa tăng mạnh. Ngành thép cũng là một trong những sản phẩm bị áp dụng nhiều nhất các biện pháp phòng vệ thương mại."
81,economic,31/03/2024,https://vtv.vn/kinh-te/xuat-khau-rau-qua-xac-lap-ky-luc-moi-20240331100732095.htm,"Xuất khẩu xoài đạt hơn 6,5 tỷ USD nhờ có thêm nhiều dư địa để ngành rau quả bứt phá và tăng trưởng."
82,economic,31/03/2024,https://vtv.vn/kinh-te/sap-co-sieu-may-tinh-tri-gia-100-ty-usd-20240331102141486.htm,Được cho là có thể đáp ứng nhu cầu của nhân loại trong bối cảnh hàng triệu con chip trí tuệ nhân tạo (AI) để đáp ứng nhu cầu phát triển trí tuệ nhân tạo (AI).
